A palavra  aparece 21 vezes
A palavra TRISTEZAS aparece 3 vezes
A palavra FERRO aparece 1 vezes
A palavra RUIM aparece 5 vezes
A palavra ACCRESCENTAVA aparece 1 vezes
A palavra PANDORA aparece 2 vezes
A palavra ENTENDEU aparece 3 vezes
A palavra DEPENDENTE aparece 1 vezes
A palavra SUBSTITUIDO aparece 1 vezes
A palavra CORRER aparece 9 vezes
A palavra 90 aparece 2 vezes
A palavra OPINIÃO aparece 18 vezes
A palavra RENOVAM-SE aparece 1 vezes
A palavra CONHECI-O aparece 1 vezes
A palavra OBEDECIAM aparece 1 vezes
A palavra INTIMIDADE aparece 10 vezes
A palavra DEFEITO aparece 1 vezes
A palavra BILHETES aparece 3 vezes
A palavra DEBATER aparece 1 vezes
A palavra OUT aparece 1 vezes
A palavra CAPITÚSINHA aparece 1 vezes
A palavra GENERO aparece 3 vezes
A palavra BEFORE aparece 4 vezes
A palavra ASSISTIA aparece 2 vezes
A palavra PROVA aparece 7 vezes
A palavra FAZEL-AS aparece 2 vezes
A palavra ERAM aparece 105 vezes
A palavra OURO aparece 10 vezes
A palavra TOMAM aparece 2 vezes
A palavra SENTAR aparece 1 vezes
A palavra CELESTIAL aparece 1 vezes
A palavra TUDO,--MAS aparece 1 vezes
A palavra MOURO aparece 4 vezes
A palavra PHRASEOLOGIA aparece 1 vezes
A palavra POSTUMA aparece 1 vezes
A palavra REPAROU aparece 2 vezes
A palavra SEPARAR-NOS aparece 2 vezes
A palavra DESNORTEAR aparece 1 vezes
A palavra APALPEI-LHE aparece 1 vezes
A palavra FRIVOLAS aparece 1 vezes
A palavra MALES aparece 1 vezes
A palavra EU aparece 531 vezes
A palavra CONEGOS aparece 1 vezes
A palavra CONCORDAVA aparece 1 vezes
A palavra CONTACTO aparece 1 vezes
A palavra DESPEDIR aparece 1 vezes
A palavra ENFARRUSCADO aparece 1 vezes
A palavra NAQUELLAS aparece 2 vezes
A palavra DELGADO aparece 1 vezes
A palavra ERGUEU-OS aparece 1 vezes
A palavra PENSAS aparece 1 vezes
A palavra AVULTAVA aparece 1 vezes
A palavra JUSTIÇA aparece 8 vezes
A palavra FICANDO aparece 4 vezes
A palavra DEIXADO aparece 1 vezes
A palavra DUROU aparece 1 vezes
A palavra ESTOURASSE aparece 1 vezes
A palavra DESAPPARECEU aparece 5 vezes
A palavra FOSSE aparece 83 vezes
A palavra INICIOU aparece 2 vezes
A palavra VIBRANTE aparece 1 vezes
A palavra SHAKESPEARE aparece 1 vezes
A palavra EXTERIOR aparece 1 vezes
A palavra DOENTE aparece 11 vezes
A palavra ABSOLVIDO aparece 1 vezes
A palavra ESPERAVAM-ME aparece 1 vezes
A palavra DUBIA aparece 1 vezes
A palavra REBELLIÃO aparece 1 vezes
A palavra DESCANÇAR aparece 2 vezes
A palavra FALAVA-ME aparece 1 vezes
A palavra CHEGAVAM aparece 2 vezes
A palavra ANIMAES aparece 1 vezes
A palavra INTERROGAÇÃO aparece 2 vezes
A palavra DIFFERENTE aparece 5 vezes
A palavra CEDESSE aparece 1 vezes
A palavra ACHOU aparece 16 vezes
A palavra AGUENTE aparece 1 vezes
A palavra QUANTAS aparece 3 vezes
A palavra FOI-SE aparece 1 vezes
A palavra CAPITÚ,--E aparece 1 vezes
A palavra FALARAMOS aparece 1 vezes
A palavra INERTES aparece 1 vezes
A palavra GUARDAL-AS aparece 1 vezes
A palavra AGONIA aparece 1 vezes
A palavra VELLEIDADES aparece 1 vezes
A palavra RELOGIO aparece 6 vezes
A palavra DIVERGINDO aparece 1 vezes
A palavra PRESENTES aparece 1 vezes
A palavra LAGOS aparece 1 vezes
A palavra PORTUGUEZES aparece 1 vezes
A palavra DEDICATORIA aparece 2 vezes
A palavra RIAMOS aparece 1 vezes
A palavra OFFERECIA-SE aparece 1 vezes
A palavra SAIAS aparece 4 vezes
A palavra OBSCURIDADES aparece 1 vezes
A palavra DELICIOSAMENTE aparece 2 vezes
A palavra OBRIGADO aparece 6 vezes
A palavra CRUZAVAM aparece 1 vezes
A palavra RECUSAVA aparece 1 vezes
A palavra GIVEN aparece 1 vezes
A palavra TOCAR aparece 4 vezes
A palavra VESTIR-SE aparece 1 vezes
A palavra PROPUZ aparece 1 vezes
A palavra RECOLHER aparece 1 vezes
A palavra 50 aparece 1 vezes
A palavra TERNA aparece 2 vezes
A palavra INTIMO aparece 2 vezes
A palavra NISTO aparece 12 vezes
A palavra INTERNAL aparece 1 vezes
A palavra LIGAL-O aparece 1 vezes
A palavra ASSENTAREI aparece 1 vezes
A palavra EXTRAORDINÁRIO aparece 1 vezes
A palavra HARMLESS aparece 1 vezes
A palavra PROVAR-LHE aparece 1 vezes
A palavra ATINAI aparece 1 vezes
A palavra PIRUETA aparece 2 vezes
A palavra TÔA aparece 1 vezes
A palavra ACANHADO aparece 1 vezes
A palavra OBRA aparece 12 vezes
A palavra DESLAVADAMENTE aparece 1 vezes
A palavra INDO aparece 8 vezes
A palavra WITHIN aparece 4 vezes
A palavra ESQUECE-ME aparece 2 vezes
A palavra SARNA aparece 1 vezes
A palavra ARRANJAVAMOS aparece 2 vezes
A palavra TEMPORARIA aparece 1 vezes
A palavra CIUMES aparece 16 vezes
A palavra COMERAM aparece 1 vezes
A palavra TRARIA aparece 2 vezes
A palavra SONETO aparece 12 vezes
A palavra NATAL aparece 2 vezes
A palavra RECONCILIAÇÃO aparece 3 vezes
A palavra PONTA aparece 5 vezes
A palavra DIGNOS aparece 1 vezes
A palavra RECEBEM aparece 2 vezes
A palavra INFERIOR aparece 1 vezes
A palavra PERFORMED aparece 1 vezes
A palavra PROMESSAS aparece 7 vezes
A palavra ESPIRITUALMENTE aparece 1 vezes
A palavra RUMOR aparece 4 vezes
A palavra LEVANTOU-O aparece 1 vezes
A palavra ANCEIO aparece 1 vezes
A palavra DONATION aparece 1 vezes
A palavra SUMMARIAMENTE aparece 1 vezes
A palavra DESBOTADO aparece 1 vezes
A palavra DESCUIDOS aparece 1 vezes
A palavra DISTRIBUTION aparece 6 vezes
A palavra TERÁ aparece 2 vezes
A palavra DISSO aparece 11 vezes
A palavra ILHA aparece 2 vezes
A palavra EXTRANHO aparece 3 vezes
A palavra TRISTE aparece 10 vezes
A palavra NUCA aparece 2 vezes
A palavra I aparece 2 vezes
A palavra PELOS aparece 14 vezes
A palavra SPECIFIED aparece 2 vezes
A palavra PARTICULARMENTE aparece 6 vezes
A palavra IMPRESSA aparece 1 vezes
A palavra INCLINAÇÕES aparece 1 vezes
A palavra MANUSCRIPTA aparece 1 vezes
A palavra MINHAS aparece 29 vezes
A palavra AVISE-ME aparece 1 vezes
A palavra WEST aparece 1 vezes
A palavra FEITICEIRA aparece 1 vezes
A palavra GULOSO aparece 1 vezes
A palavra MEDITAÇÃO aparece 1 vezes
A palavra DIGA aparece 13 vezes
A palavra HABEIS aparece 1 vezes
A palavra INDICATING aparece 1 vezes
A palavra ESCLARECEL-O aparece 1 vezes
A palavra DIÁRIO aparece 1 vezes
A palavra CÃO aparece 1 vezes
A palavra TINHA-AS aparece 1 vezes
A palavra LISO aparece 1 vezes
A palavra NADAR aparece 3 vezes
A palavra SUPPORT aparece 4 vezes
A palavra PAID aparece 6 vezes
A palavra ESCURO aparece 4 vezes
A palavra QUATRO aparece 17 vezes
A palavra CURADAS aparece 1 vezes
A palavra MEXIA-SE aparece 1 vezes
A palavra HAVEL-A aparece 1 vezes
A palavra DEITAR-ME aparece 1 vezes
A palavra SÓSINHOS aparece 2 vezes
A palavra ESPINHO aparece 1 vezes
A palavra RETORCIA aparece 1 vezes
A palavra COUSA aparece 96 vezes
A palavra TREMULA aparece 2 vezes
A palavra DESPEDIDO aparece 1 vezes
A palavra ESPECIAL aparece 6 vezes
A palavra FEZ-ME aparece 15 vezes
A palavra POUCOS aparece 13 vezes
A palavra SENTADA aparece 2 vezes
A palavra IMPEDI aparece 1 vezes
A palavra XV aparece 2 vezes
A palavra DISTRIBUE aparece 1 vezes
A palavra QUEIMEI-O aparece 1 vezes
A palavra PERVERSA aparece 2 vezes
A palavra SÉ aparece 1 vezes
A palavra IMAGINA aparece 10 vezes
A palavra CORRESPONDIA-SE aparece 1 vezes
A palavra PHILOSOPHICO aparece 1 vezes
A palavra ARREDONDAVAM-SE aparece 1 vezes
A palavra SAIDA aparece 9 vezes
A palavra REGRA aparece 2 vezes
A palavra PELA aparece 66 vezes
A palavra CONTINUIDADE aparece 1 vezes
A palavra LISBOA aparece 1 vezes
A palavra NAQUELLES aparece 4 vezes
A palavra INICIAES aparece 1 vezes
A palavra US aparece 1 vezes
A palavra TEXTO aparece 12 vezes
A palavra DAQUELLA aparece 19 vezes
A palavra CAPOTINHO aparece 1 vezes
A palavra UNLINK aparece 1 vezes
A palavra PERGUNTOU-LHE aparece 6 vezes
A palavra APPROVANDO aparece 1 vezes
A palavra DESCULPA aparece 1 vezes
A palavra TARAMELA aparece 1 vezes
A palavra TINHAM aparece 13 vezes
A palavra DESCONFIANÇA aparece 2 vezes
A palavra VENERAÇÃO aparece 2 vezes
A palavra PRIMO aparece 1 vezes
A palavra VINCULO aparece 2 vezes
A palavra ENGANAS-TE aparece 1 vezes
A palavra CAUTELAS aparece 1 vezes
A palavra ADMINISTRAÇÃO aparece 5 vezes
A palavra PATACA aparece 1 vezes
A palavra VIDAS aparece 1 vezes
A palavra USADAS aparece 1 vezes
A palavra APOSTOLADO aparece 1 vezes
A palavra CXLIII aparece 2 vezes
A palavra «NA aparece 1 vezes
A palavra VIVIA aparece 20 vezes
A palavra JARDINAR aparece 1 vezes
A palavra PUNHO aparece 1 vezes
A palavra TRANSCREVER aparece 2 vezes
A palavra MÁ aparece 7 vezes
A palavra LXXVII aparece 2 vezes
A palavra FURIOSAS aparece 2 vezes
A palavra BAJULADOR aparece 1 vezes
A palavra LICÇÃO aparece 14 vezes
A palavra GLOTÃO aparece 1 vezes
A palavra MATASSEM aparece 1 vezes
A palavra TRAVESSEIRO aparece 2 vezes
A palavra MEXIA aparece 1 vezes
A palavra SUSPENDENDO aparece 1 vezes
A palavra ESPETAVA aparece 1 vezes
A palavra AGUA aparece 6 vezes
A palavra «AQUILLO aparece 1 vezes
A palavra ABRE!» aparece 1 vezes
A palavra IMAGINAÇÃO aparece 8 vezes
A palavra RIOS aparece 1 vezes
A palavra COMMISSÃO aparece 1 vezes
A palavra CONFESSO-LHE aparece 1 vezes
A palavra EXPUNHA-LHE aparece 1 vezes
A palavra CXLI aparece 2 vezes
A palavra TARDE aparece 54 vezes
A palavra ERGUEU aparece 1 vezes
A palavra VELHAS aparece 13 vezes
A palavra VELAVA aparece 1 vezes
A palavra DIVINO aparece 5 vezes
A palavra EXTRAORDINARIAMENTE aparece 3 vezes
A palavra ABRAÇARÁ aparece 1 vezes
A palavra PERDEU-SE aparece 1 vezes
A palavra EXTRAORDINARIAS aparece 1 vezes
A palavra IMITAL-O aparece 2 vezes
A palavra TACITO aparece 1 vezes
A palavra PARECIA-LHE aparece 1 vezes
A palavra SÓBE aparece 1 vezes
A palavra ESTENDEU-NOS aparece 1 vezes
A palavra CONCEITUOSOS aparece 1 vezes
A palavra ESCRIPTURA aparece 8 vezes
A palavra TERMO aparece 6 vezes
A palavra JOGOS aparece 1 vezes
A palavra FAUSTO aparece 1 vezes
A palavra GALANTERIAS aparece 1 vezes
A palavra ESTAVAM aparece 13 vezes
A palavra ABSOLUTAMENTE aparece 5 vezes
A palavra PORTE aparece 1 vezes
A palavra PENOSA aparece 1 vezes
A palavra NÓS aparece 45 vezes
A palavra SOCEGAR aparece 1 vezes
A palavra CALÇADA aparece 2 vezes
A palavra VI-O aparece 2 vezes
A palavra OBTAINING aparece 2 vezes
A palavra METTIDA aparece 3 vezes
A palavra PRODIGIO» aparece 1 vezes
A palavra SUECO aparece 1 vezes
A palavra ABORRECIDA aparece 3 vezes
A palavra CONVERTO-ME aparece 1 vezes
A palavra AFUGENTAL-AS aparece 1 vezes
A palavra SPECIAL aparece 1 vezes
A palavra ARREPENDIDO aparece 1 vezes
A palavra VARIOS aparece 1 vezes
A palavra ONLINE aparece 6 vezes
A palavra PERDEL-O aparece 1 vezes
A palavra MILHÕES aparece 1 vezes
A palavra APERTANDO-SE aparece 1 vezes
A palavra FAZEL-O aparece 11 vezes
A palavra ROSTO aparece 18 vezes
A palavra FRUTA aparece 1 vezes
A palavra NASCI aparece 2 vezes
A palavra CORRIGIR-SE aparece 1 vezes
A palavra BRIO aparece 2 vezes
A palavra MORTE aparece 33 vezes
A palavra VOLTA-ME aparece 2 vezes
A palavra CII aparece 2 vezes
A palavra FEIÇÕES aparece 5 vezes
A palavra TERNAS aparece 1 vezes
A palavra BAIRRO aparece 4 vezes
A palavra NOSSAS aparece 24 vezes
A palavra GRACIOSO aparece 1 vezes
A palavra FORMAT aparece 4 vezes
A palavra CASUALIDADE aparece 1 vezes
A palavra EDUCATION aparece 2 vezes
A palavra PECCADO aparece 18 vezes
A palavra PHILOSOPHOS aparece 1 vezes
A palavra AMBIÇÕES aparece 1 vezes
A palavra OBSTACULO aparece 1 vezes
A palavra FILHO aparece 78 vezes
A palavra ALFAIAS aparece 1 vezes
A palavra AHI aparece 19 vezes
A palavra ACABANDO aparece 3 vezes
A palavra LEVEMENTE aparece 2 vezes
A palavra ASSISTANCE aparece 1 vezes
A palavra RECEBERA aparece 2 vezes
A palavra REDONDOS aparece 1 vezes
A palavra DESCERAM-ME aparece 1 vezes
A palavra TRANSFERINDO aparece 1 vezes
A palavra RECUSA aparece 5 vezes
A palavra D aparece 43 vezes
A palavra OLHE aparece 9 vezes
A palavra PARTIDOS aparece 1 vezes
A palavra PAINEL aparece 1 vezes
A palavra DIFFICEIS aparece 1 vezes
A palavra VALSA aparece 2 vezes
A palavra REJEITEI aparece 2 vezes
A palavra DIVIDIR aparece 2 vezes
A palavra DELICIOSO aparece 1 vezes
A palavra PROCURAÇÕES aparece 1 vezes
A palavra AJUSTADO aparece 1 vezes
A palavra BUSCASSE aparece 4 vezes
A palavra CAMAFEU aparece 1 vezes
A palavra BRAZIL aparece 1 vezes
A palavra DESUSO aparece 1 vezes
A palavra TOLHIA aparece 1 vezes
A palavra RUIDOSA aparece 2 vezes
A palavra EXPENSES aparece 2 vezes
A palavra SERVI aparece 2 vezes
A palavra GUIA aparece 1 vezes
A palavra TAMANHO aparece 5 vezes
A palavra SACUDIA-ME aparece 1 vezes
A palavra MULA aparece 1 vezes
A palavra CORRIGIA aparece 1 vezes
A palavra ABAIXOU aparece 1 vezes
A palavra MINUCIAS aparece 2 vezes
A palavra FALOU-LHE aparece 1 vezes
A palavra TÊM aparece 1 vezes
A palavra CONTRARIA aparece 3 vezes
A palavra CONVENTOS aparece 1 vezes
A palavra PERDIA aparece 3 vezes
A palavra LEL-AS aparece 2 vezes
A palavra COMPAROU-NOS aparece 1 vezes
A palavra GAZETAS aparece 1 vezes
A palavra VERDADEIRAMENTE aparece 3 vezes
A palavra COMPREHENDIDO aparece 1 vezes
A palavra PÓDE-SE aparece 4 vezes
A palavra FILHA aparece 33 vezes
A palavra CARINHOS aparece 1 vezes
A palavra ARRANCAR-SE aparece 1 vezes
A palavra MENINAS aparece 3 vezes
A palavra REPETIU-OS aparece 1 vezes
A palavra AMEAÇAS aparece 1 vezes
A palavra DEVESSE aparece 3 vezes
A palavra FLÒR aparece 13 vezes
A palavra ATIRAVA-ME aparece 1 vezes
A palavra SOLTOS aparece 1 vezes
A palavra QUARTA aparece 1 vezes
A palavra IAM-LHE aparece 1 vezes
A palavra INTERESSAR-SE aparece 1 vezes
A palavra DESCANÇA aparece 2 vezes
A palavra MORENA aparece 1 vezes
A palavra VENHA aparece 6 vezes
A palavra RETRATO aparece 19 vezes
A palavra DUROS aparece 1 vezes
A palavra MANHA aparece 5 vezes
A palavra DESCARGO aparece 1 vezes
A palavra BUSCANDO aparece 1 vezes
A palavra USARAM aparece 1 vezes
A palavra RAIO aparece 1 vezes
A palavra TIRARAM aparece 2 vezes
A palavra ENSAIAVA aparece 1 vezes
A palavra VÁRIOS aparece 1 vezes
A palavra FACEIRA aparece 1 vezes
A palavra EUROPA aparece 22 vezes
A palavra TEMPO aparece 121 vezes
A palavra PRACTICALLY aparece 1 vezes
A palavra RESISTENCIA aparece 4 vezes
A palavra SORRIA aparece 3 vezes
A palavra ORDENADOS aparece 1 vezes
A palavra CEDI aparece 1 vezes
A palavra TOMAR aparece 8 vezes
A palavra AFFEIÇOANDO aparece 1 vezes
A palavra PROCURAVAM aparece 1 vezes
A palavra DOS aparece 199 vezes
A palavra ESPANTAR aparece 1 vezes
A palavra CONSCIÊNCIA aparece 1 vezes
A palavra BEM aparece 91 vezes
A palavra JERUSALEM aparece 1 vezes
A palavra UTEIS aparece 2 vezes
A palavra RENOVAR aparece 1 vezes
A palavra PROJECT aparece 88 vezes
A palavra PONTAS aparece 7 vezes
A palavra RECEBIA aparece 1 vezes
A palavra CIDADE-NOVA aparece 1 vezes
A palavra EIS aparece 11 vezes
A palavra EMPLOYEES aparece 2 vezes
A palavra SENSAÇÕES aparece 10 vezes
A palavra DUVIDA aparece 5 vezes
A palavra ETERNO aparece 3 vezes
A palavra PROFERIA aparece 1 vezes
A palavra ATIRAR-SE aparece 1 vezes
A palavra VOLTEI aparece 7 vezes
A palavra TORNARIAM aparece 1 vezes
A palavra SATISFAÇÃO aparece 2 vezes
A palavra PENSAES aparece 1 vezes
A palavra E-MAIL aparece 1 vezes
A palavra ELOGIAR aparece 1 vezes
A palavra PROVOCADO aparece 1 vezes
A palavra FRANCEZ aparece 2 vezes
A palavra DEMONSTROU aparece 1 vezes
A palavra TRIANGULO aparece 1 vezes
A palavra RASGUEI aparece 1 vezes
A palavra NEGUE aparece 1 vezes
A palavra CLEARLY aparece 1 vezes
A palavra RI aparece 4 vezes
A palavra VISTA aparece 17 vezes
A palavra 1.F.1 aparece 1 vezes
A palavra ENGOMMADAS aparece 1 vezes
A palavra REGRESSOU aparece 1 vezes
A palavra 1.E.7 aparece 3 vezes
A palavra CORNETA aparece 2 vezes
A palavra DIADEMA aparece 1 vezes
A palavra INTRIGAS aparece 2 vezes
A palavra ABRIGADO aparece 1 vezes
A palavra TREPIDAS aparece 1 vezes
A palavra NON aparece 2 vezes
A palavra MEZ aparece 6 vezes
A palavra FANTASTICAS aparece 1 vezes
A palavra PHOTOGRAPHIAS aparece 1 vezes
A palavra OFFICE aparece 2 vezes
A palavra NOJOSA aparece 1 vezes
A palavra EVANGELICO aparece 1 vezes
A palavra «PRECISO aparece 1 vezes
A palavra METTIDOS aparece 1 vezes
A palavra PONHAMOS aparece 1 vezes
A palavra ESTE aparece 87 vezes
A palavra REVELADO aparece 1 vezes
A palavra ANDAVA aparece 12 vezes
A palavra ANTONIO aparece 3 vezes
A palavra VELHO aparece 37 vezes
A palavra EXPLIQUEI-LHE aparece 4 vezes
A palavra OUVIDA aparece 2 vezes
A palavra VIUVOS aparece 1 vezes
A palavra SACRISTIA aparece 1 vezes
A palavra ESTALOU aparece 1 vezes
A palavra ETERNAS aparece 2 vezes
A palavra LENHA aparece 2 vezes
A palavra CRESCER aparece 5 vezes
A palavra TRANSPIRAÇÃO aparece 1 vezes
A palavra HOMEOPATHICAS aparece 1 vezes
A palavra DESCANÇASSE aparece 1 vezes
A palavra PEITO aparece 10 vezes
A palavra EMPALLIDECI aparece 1 vezes
A palavra ALCANCEI aparece 2 vezes
A palavra COME-ME aparece 1 vezes
A palavra POSSIBILIDADE aparece 3 vezes
A palavra DUELLO aparece 1 vezes
A palavra CONSUMISSE aparece 1 vezes
A palavra IBERA aparece 1 vezes
A palavra OCCORRIDOS aparece 1 vezes
A palavra APALPA aparece 1 vezes
A palavra COMPELLIU aparece 1 vezes
A palavra NAMORADOS aparece 3 vezes
A palavra EXPOZ-ME aparece 1 vezes
A palavra ESCREVE aparece 1 vezes
A palavra NERVOS aparece 2 vezes
A palavra PUXOU aparece 2 vezes
A palavra EXECUTADA aparece 2 vezes
A palavra INQUIRIR aparece 1 vezes
A palavra OBSOLETA aparece 1 vezes
A palavra DEIXAM aparece 1 vezes
A palavra PERMISSION aparece 7 vezes
A palavra CHORAVAM aparece 2 vezes
A palavra AGONIADA aparece 1 vezes
A palavra ACCESSORIAMENTE aparece 1 vezes
A palavra PEDIA-LHE aparece 2 vezes
A palavra ANGLO-FRANCEZA aparece 1 vezes
A palavra COMNOSCO,--OU aparece 1 vezes
A palavra NOJENTOS aparece 1 vezes
A palavra COCHILLASSE aparece 1 vezes
A palavra RENAMED aparece 1 vezes
A palavra AFFECTAÇÃO aparece 2 vezes
A palavra CHEIA aparece 14 vezes
A palavra DISSE-VOS aparece 1 vezes
A palavra INTERPRETED aparece 1 vezes
A palavra REPRESENTAVA-SE aparece 1 vezes
A palavra COPIED aparece 2 vezes
A palavra DESCONCERTOS aparece 1 vezes
A palavra RECRUDESCIA aparece 1 vezes
A palavra NARRAM aparece 1 vezes
A palavra JANEIRO aparece 7 vezes
A palavra FAZENDOLA aparece 1 vezes
A palavra RECEIVE aparece 3 vezes
A palavra INFANCIA aparece 10 vezes
A palavra PORCO aparece 1 vezes
A palavra RAPAZES aparece 10 vezes
A palavra ESPECIALLY aparece 1 vezes
A palavra FOLLOW aparece 1 vezes
A palavra FRESCA aparece 4 vezes
A palavra BATIA-ME aparece 1 vezes
A palavra DESEJEI aparece 1 vezes
A palavra ESTIVER aparece 4 vezes
A palavra ARTIGO aparece 1 vezes
A palavra LAPA aparece 3 vezes
A palavra ENCOBRIA aparece 1 vezes
A palavra VOS aparece 3 vezes
A palavra INUTEIS aparece 3 vezes
A palavra ABUSO aparece 1 vezes
A palavra ASSOMBRO aparece 1 vezes
A palavra ENDIREITEI aparece 1 vezes
A palavra NEGANDO aparece 1 vezes
A palavra REPUTAVA aparece 1 vezes
A palavra MONTE aparece 2 vezes
A palavra ACUDIR aparece 3 vezes
A palavra OUÇA-ME aparece 1 vezes
A palavra NUMERO aparece 14 vezes
A palavra PUERIL aparece 1 vezes
A palavra EMFIM aparece 13 vezes
A palavra CURAR-SE aparece 1 vezes
A palavra AFASTARAM-SE aparece 1 vezes
A palavra ESTUDOU aparece 1 vezes
A palavra MARUJO aparece 1 vezes
A palavra DECRESCENTE aparece 1 vezes
A palavra ESCADA aparece 6 vezes
A palavra SPECIFIC aparece 1 vezes
A palavra ESTARIA aparece 5 vezes
A palavra ACHA aparece 9 vezes
A palavra SENTE aparece 1 vezes
A palavra DIZIA aparece 27 vezes
A palavra ESCRAVATURA aparece 1 vezes
A palavra QUEIXE aparece 1 vezes
A palavra LEITOR aparece 22 vezes
A palavra REDARGUI aparece 1 vezes
A palavra VIM aparece 15 vezes
A palavra CONTAL'A aparece 1 vezes
A palavra DEVEDOR aparece 3 vezes
A palavra IT aparece 15 vezes
A palavra ESCANDALO aparece 1 vezes
A palavra PUZ-LHE aparece 1 vezes
A palavra PISTOLA aparece 1 vezes
A palavra ESTREPITO aparece 3 vezes
A palavra EXPRESS aparece 1 vezes
A palavra SENHORA aparece 38 vezes
A palavra DISSOLUÇÃO aparece 1 vezes
A palavra DÁ-LHES aparece 1 vezes
A palavra ERGUER-SE aparece 1 vezes
A palavra K aparece 1 vezes
A palavra RECOLHI-ME aparece 2 vezes
A palavra TEM aparece 68 vezes
A palavra HADE aparece 1 vezes
A palavra LEVANTEI-ME aparece 1 vezes
A palavra ACCRESCENTASSE aparece 1 vezes
A palavra CÓROS aparece 3 vezes
A palavra COLLOCOU aparece 1 vezes
A palavra DIFFERENTES aparece 2 vezes
A palavra MEDICO aparece 8 vezes
A palavra JANTASSE aparece 1 vezes
A palavra WHATSOEVER aparece 2 vezes
A palavra STORED aparece 1 vezes
A palavra INVOLUNTARIAMENTE aparece 1 vezes
A palavra DISSIMULOU aparece 2 vezes
A palavra 180$000 aparece 1 vezes
A palavra SAIRAM aparece 5 vezes
A palavra SUSCITAVAM aparece 1 vezes
A palavra DRAMAS aparece 1 vezes
A palavra PARTIDA aparece 2 vezes
A palavra QUADROS aparece 2 vezes
A palavra ILLUSTRES aparece 1 vezes
A palavra IMAGINAR aparece 1 vezes
A palavra CONTEI-LH'A aparece 1 vezes
A palavra VISITOU aparece 1 vezes
A palavra «COMO aparece 2 vezes
A palavra CARD aparece 1 vezes
A palavra DEVOÇÃO aparece 2 vezes
A palavra CONVIDANDO-ME aparece 1 vezes
A palavra COMBATEL-AS aparece 1 vezes
A palavra DIMINUIR aparece 2 vezes
A palavra MUDADA aparece 1 vezes
A palavra PADECIMENTOS aparece 2 vezes
A palavra MUDANÇAS aparece 1 vezes
A palavra VOSSOS aparece 1 vezes
A palavra ALEGRIA aparece 14 vezes
A palavra PRESO aparece 3 vezes
A palavra ENTENDÍ aparece 1 vezes
A palavra REBOCO aparece 1 vezes
A palavra SIM aparece 63 vezes
A palavra ZÁS aparece 1 vezes
A palavra OUTROS,--E aparece 1 vezes
A palavra CHEGUEI aparece 19 vezes
A palavra GASTEI aparece 1 vezes
A palavra PUBLICO aparece 10 vezes
